id	sec	std	jn	jb
L2U-0535	계산결제	소리 좀 키워 주세요	소리 좀 키와 주쇼	소리 좀 키와 주쇼
L2U-0536	계산결제	안내 음성이 안 나와요	안내 소리가 안 나오요	안내 소리가 안 나오요
L2U-0537	계산결제	천천히 다시 설명해 주세요	찬찬히 다시 알려 주쇼	찬찬히 다시 알려 주쇼
L2U-0538	계산결제	누가 좀 도와줬으면 좋겠어요	누가 좀 거들어 주믄 좋겄소	누가 좀 거들어 주믄 좋겄소
L2U-0539	계산결제	직원분 어디 계세요?	직원분 어디 기시요?	직원분 어디 기시요?
L2U-0540	계산결제	이거 어떻게 하는지 모르겠어요	요거 으짜게 하는지 모르겄소	요거 으짜게 하는지 모르겄소
L2U-0541	계산결제	좀 봐 주실 수 있어요?	좀 봐 주실 수 있당가요?	좀 봐 주실 수 있당가요?
L2U-0542	계산결제	결제가 자꾸 실패해요	곈산이 자꼬 안 되야브요	계산이 자꼬 안 되야요
L2U-0543	계산결제	카드를 바꿔서 해 볼게요	카드를 바까서 해 볼라요	카드를 바까서 해 볼라요
L2U-0544	계산결제	현금으로 바꿀게요	현금으로 바꿀라요	현금으로 바꿀라요
L2U-0545	계산결제	잔돈은 어디로 나와요?	잔돈은 어디로 나온당가요?	잔돈은 어디로 나온당가요?
L2U-0546	계산결제	돈 넣는 데가 어디예요?	돈 옇는 디가 어디당가요?	돈 옇는 디가 어디당가요?
L2U-0547	계산결제	지폐가 안 들어가요	지폐가 안 들어가요	지폐가 안 들어가요
L2U-0548	계산결제	동전도 돼요?	동전도 되까요?	동전도 되까요?
L2U-0549	계산결제	거스름돈 안 나왔어요	거시름돈 안 나와브렀소	거시름돈 안 나와버렸어라우
L2U-0550	계산결제	돈이 다시 나왔어요	돈이 도로 나와브렀소	돈이 도로 나와버렸어라우
L2U-0551	계산결제	이거 다시 넣어요?	요거 다시 옇는 거요?	요거 다시 옇는 거요?
L2U-0552	계산결제	결제 완료됐어요?	곈산 다 됐당가요?	계산 다 됐당가요?
L2U-0553	계산결제	영수증 뽑을게요	영수증 뽑을라요	영수증 뽑을라요
L2U-0554	계산결제	영수증 안 뽑아도 돼요	영수증 안 뽑아도 되야	영수증 안 뽑아도 되야
L2U-0555	계산결제	주문 내역 어디서 봐요?	주문 내역 어디서 본당가요?	주문 내역 어디서 본당가요?
L2U-0556	계산결제	영수증에 주문번호 있어요?	영수증에 주문번호 있당가요?	영수증에 주문번호 있당가요?
L2U-0557	계산결제	음식 어디서 받아요?	음석 어디서 받는당가요?	음석 어디서 받는당가요?
L2U-0558	계산결제	번호 부르면 가지러 가요?	번호 부르믄 가질러 간당가요?	번호 부르믄 가질러 간당가요?
L2U-0559	계산결제	다 됐으니까 가도 돼요?	다 됐응께 가도 되까요?	다 됐응게 가도 되까요?
L2U-0560	계산결제	처음부터 천천히 할게요	첨부터 찬찬히 헐라요	첨부터 찬찬히 헐라요
L2U-0561	계산결제	이 버튼 맞아요?	요 단추 맞당가요?	요 단추 맞당가요?
L2U-0562	계산결제	잘못 골랐어요	잘못 골라브렀소	잘못 골라버렸어라우
L2U-0563	계산결제	다시 고를게요	다시 고를라요	다시 고를라요
L2U-0564	계산결제	이거 지우고 싶어요	요거 지우고 잡소	요거 지우고 잡소
L2U-0565	계산결제	전부 다 지워 주세요	죄다 지와 주쇼	죄다 지와 주쇼
L2U-0566	계산결제	처음 화면 어디예요?	첨 화면 어디당가요?	첨 화면 어디당가요?
L2U-0567	계산결제	결제 금액이 이상해요	곈산 돈이 요상허요	계산 돈이 요상허요
L2U-0568	계산결제	왜 이렇게 많이 나왔어요?	와 요로코롬 많이 나왔당가?	와 요로코롬 많이 나왔당가?
L2U-0569	계산결제	할인 적용 안 됐어요	할인 적용 안 돼브렀소	할인 적용 안 돼버렸어라우
L2U-0570	계산결제	쿠폰 어디서 넣어요?	쿠폰 어디서 옇는당가요?	쿠폰 어디서 옇는당가요?
L2U-0571	계산결제	멤버십 번호 눌러요?	멤버십 번호 누른당가요?	멤버십 번호 누른당가요?
L2U-0572	계산결제	적립 먼저 하고 결제해요?	적립 먼첨 하고 곈산한당가요?	적립 먼첨 하고 계산한당가요?
L2U-0573	계산결제	핸드폰 번호 넣을게요	핸드폰 번호 옇을라요	핸드폰 번호 옇을라요
L2U-0574	계산결제	이거 다 누른 거예요?	요거 다 누른 거요?	요거 다 누른 거요?
L2U-0575	계산결제	결제만 하면 돼요?	곈산만 하믄 되까요?	계산만 하믄 되까요?
L2U-0576	계산결제	다른 걸로 결제할게요	딴 걸로 곈산헐라요	딴 걸로 계산헐라요
L2U-0577	계산결제	카드 인식 좀 도와주세요	카드 인식 좀 거들어 주쇼	카드 인식 좀 거들어 주쇼
L2U-0578	계산결제	화면 한 번 더 눌러 볼게요	화면 한 번 더 눌러 볼라요	화면 한 번 더 눌러 볼라요
L2U-0579	계산결제	이거 끝난 거 맞죠?	요거 끝난 거 맞제?	요거 끝난 거 맞제?
L2U-0580	계산결제	고맙습니다 다 됐네요	고맙소 다 됐구만	고맙소 다 됐구만
L2U-0581	계산결제	카드 여기 두고 가도 돼요?	카드 여그 두고 가도 되까요?	카드 여그 두고 가도 되까요?
L2U-0582	계산결제	영수증 두 장 주세요	영수증 두 장 주쇼	영수증 두 장 주쇼
L2U-0583	계산결제	결제 다시 시작할게요	곈산 다시 시작헐라요	계산 다시 시작헐라요
L2U-0584	계산결제	화면 터치가 안 돼요	화면 눌러도 안 되야브요	화면 눌러도 안 되야요
L2U-0585	계산결제	손이 잘 안 닿아요	손이 잘 안 닿소	손이 잘 안 닿소
L2U-0586	계산결제	좀 낮춰 주실 수 있어요?	좀 낮촤 주실 수 있당가요?	좀 낮촤 주실 수 있당가요?
L2U-0587	계산결제	이거 좀 빨리 도와주세요	요거 좀 후딱 거들어 주쇼	요거 좀 후딱 거들어 주쇼
L2U-0588	계산결제	뒤에 사람 많아요	뒤에 사람 많소	뒤에 사람 많소
L2U-0589	계산결제	빨리 끝내고 싶어요	후딱 끝내고 잡소	후딱 끝내고 잡소
L2U-0590	계산결제	결제 도와주셔서 고마워요	곈산 거들어 줘서 고맙소	계산 거들어 줘서 고맙소
L2U-0591	계산결제	카드 다시 받았어요	카드 다시 받았소	카드 다시 받았소
L2U-0592	계산결제	봉투값 결제 안 했어요	봉다리값 곈산 안 했소	봉다리값 계산 안 했소
L2U-0593	계산결제	그것까지 같이 계산할게요	그것까지 같이 곈산헐라요	그것까지 같이 계산헐라요
L2U-0594	계산결제	다 합쳐서 결제해 주세요	다 합쳐서 곈산해 주쇼	다 합쳐서 계산해 주쇼
L2U-0595	계산결제	따로따로 결제할게요	따로따로 곈산헐라요	따로따로 계산헐라요
L2U-0596	계산결제	이거 먼저 계산해 주세요	요거 먼첨 곈산해 주쇼	요거 먼첨 계산해 주쇼
L2U-0597	계산결제	결제 취소하고 다시 할게요	곈산 무르고 다시 헐라요	계산 물르고 다시 헐라요
L2U-0598	계산결제	카드가 자꾸 튕겨요	카드가 자꼬 튕겨브요	카드가 자꼬 튕겨요
L2U-0599	계산결제	천천히 다시 넣어 볼게요	찬찬히 다시 옇어 볼라요	찬찬히 다시 옇어 볼라요
L2U-0600	계산결제	이제 다 됐어요	인자 다 됐소	인자 다 됐소
L2U-0601	주문확인변경	주문 바꿔도 돼요?	주문 바까도 되까요?	주문 바까도 되까요?
L2U-0602	주문확인변경	이거 빼고 저거로 바꿔 주세요	요거 빼고 저거로 바까 주쇼	요거 빼고 저거로 바까 주쇼
L2U-0603	주문확인변경	방금 주문 취소할게요	방금 주문 무를라요	방금 주문 물를라요
L2U-0604	주문확인변경	하나 더 추가할게요	하나 더 추가헐라요	하나 더 추가헐라요
L2U-0605	주문확인변경	수량 잘못 눌렀어요	개수 잘못 눌러브렀소	개수 잘못 눌러버렸어라우
L2U-0606	주문확인변경	두 개를 한 개로 줄여 주세요	두 개를 한 개로 줄여 주쇼	두 개를 한 개로 줄여 주쇼
L2U-0607	주문확인변경	이거 안 시켰는데 들어갔어요	요거 안 시켰는디 들어가브렀소	요거 안 시켰는디 들어가버렸어라우
L2U-0608	주문확인변경	주문이 두 번 됐어요	주문이 두 번 돼브렀소	주문이 두 번 돼버렸어라우
L2U-0609	주문확인변경	하나는 빼 주세요	하나는 빼 주쇼	하나는 빼 주쇼
L2U-0610	주문확인변경	맵기 다시 고를게요	매운 거 다시 고를라요	매운 거 다시 고를라요
L2U-0611	주문확인변경	사이즈 바꿔 주세요	사이즈 바까 주쇼	사이즈 바까 주쇼
L2U-0612	주문확인변경	옵션 다시 넣을게요	옵션 다시 옇을라요	옵션 다시 옇을라요
L2U-0613	주문확인변경	이거 포장으로 바꿔 주세요	요거 싸 가는 걸로 바까 주쇼	요거 싸 가는 걸로 바까 주쇼
L2U-0614	주문확인변경	매장에서 먹는 걸로 바꿔 주세요	여그서 묵는 걸로 바까 주쇼	여그서 먹는 걸로 바까 주쇼
L2U-0615	주문확인변경	주문 다시 확인해 주세요	주문 다시 확인해 주쇼	주문 다시 확인해 주쇼
L2U-0616	주문확인변경	내가 시킨 거 맞아요?	내가 시킨 거 맞당가요?	내가 시킨 거 맞당가요?
L2U-0617	주문확인변경	이거 말고 다른 거 시켰어요	요거 말고 딴 거 시켰소	요거 말고 딴 거 시켰소
L2U-0618	주문확인변경	음료 빼 주세요	음료 빼 주쇼	음료 빼 주쇼
L2U-0619	주문확인변경	음료 추가할게요	음료 추가헐라요	음료 추가헐라요
L2U-0620	주문확인변경	세트를 단품으로 바꿔 주세요	세트를 단품으로 바까 주쇼	세트를 단품으로 바까 주쇼
L2U-0621	주문확인변경	단품을 세트로 바꿔 주세요	단품을 세트로 바까 주쇼	단품을 세트로 바까 주쇼
L2U-0622	주문확인변경	주문 잘못 들어갔어요	주문 잘못 들어가브렀소	주문 잘못 들어가버렸어라우
L2U-0623	주문확인변경	처음부터 다시 주문할게요	첨부터 다시 주문헐라요	첨부터 다시 주문헐라요
L2U-0624	주문확인변경	이거 하나 빼 주세요	요거 하나 빼 주쇼	요거 하나 빼 주쇼
L2U-0625	주문확인변경	추가한 거 취소할게요	추가한 거 무를라요	추가한 거 물를라요
L2U-0626	주문확인변경	메뉴 다시 고를게요	메뉴 다시 고를라요	메뉴 다시 고를라요
L2U-0627	주문확인변경	맵기 보통으로 바꿔 주세요	매운 거 보통으로 바까 주쇼	매운 거 보통으로 바까 주쇼
L2U-0628	주문확인변경	얼음 빼는 걸로 바꿔 주세요	얼음 빼는 걸로 바까 주쇼	얼음 빼는 걸로 바까 주쇼
L2U-0629	주문확인변경	따뜻한 걸로 바꿔 주세요	뜨신 걸로 바까 주쇼	뜨신 걸로 바까 주쇼
L2U-0630	주문확인변경	차가운 걸로 바꿔 주세요	찬 걸로 바까 주쇼	찬 걸로 바까 주쇼
L2U-0631	주문확인변경	수량 두 개로 늘려 주세요	개수 두 개로 늘려 주쇼	개수 두 개로 늘려 주쇼
L2U-0632	주문확인변경	이거 추가하면 얼마예요?	요거 추가하믄 을매당가요?	요거 추가하믄 을매당가요?
L2U-0633	주문확인변경	빼면 얼마 깎여요?	빼믄 을매 깎이는 거요?	빼믄 을매 깎이는 거요?
L2U-0634	주문확인변경	주문 내용 다시 보여 주세요	주문 내용 다시 보여 주쇼	주문 내용 다시 보여 주쇼
L2U-0635	주문확인변경	다 맞는지 확인할게요	다 맞는지 확인헐라요	다 맞는지 확인헐라요
L2U-0636	주문확인변경	이거 하나 더 넣어 주세요	요거 하나 더 옇어 주쇼	요거 하나 더 옇어 주쇼
L2U-0637	주문확인변경	잘못 넣은 거 빼 주세요	잘못 옇은 거 빼 주쇼	잘못 옇은 거 빼 주쇼
L2U-0638	주문확인변경	전부 다 취소할게요	죄다 무를라요	죄다 물를라요
L2U-0639	주문확인변경	다시 처음부터요	다시 첨부터라	다시 첨부터라
L2U-0640	주문확인변경	이대로 결제할게요	요대로 곈산헐라요	요대로 계산헐라요
L2U-0641	주문확인변경	주문 확정할게요	주문 확정헐라요	주문 확정헐라요
L2U-0642	주문확인변경	아직 결제 안 했어요	아직 곈산 안 했소	아직 계산 안 했소
L2U-0643	주문확인변경	결제 전에 하나 더 추가할게요	곈산 전에 하나 더 추가헐라요	계산 전에 하나 더 추가헐라요
L2U-0644	주문확인변경	이거 두 개로 해 주세요	요거 두 개로 해 주쇼	요거 두 개로 해 주쇼
L2U-0645	주문확인변경	하나로 줄여 주세요	하나로 줄여 주쇼	하나로 줄여 주쇼
L2U-0646	주문확인변경	토핑 추가할게요	토핑 추가헐라요	토핑 추가헐라요
L2U-0647	주문확인변경	토핑 빼 주세요	토핑 빼 주쇼	토핑 빼 주쇼
L2U-0648	주문확인변경	소스 바꿔 주세요	소스 바까 주쇼	소스 바까 주쇼
L2U-0649	주문확인변경	맛 다른 거로 바꿔 주세요	맛 딴 거로 바까 주쇼	맛 딴 거로 바까 주쇼
L2U-0650	주문확인변경	이거 두 번 들어갔으니 하나 빼 주세요	요거 두 번 들어갔응께 하나 빼 주쇼	요거 두 번 들어갔응게 하나 빼 주쇼
L2U-0651	주문확인변경	주문 잘못해서 다시 할게요	주문 잘못해서 다시 헐라요	주문 잘못해서 다시 헐라요
L2U-0652	주문확인변경	이거 안 나오게 해 주세요	요거 안 나오게 해 주쇼	요거 안 나오게 해 주쇼
L2U-0653	주문확인변경	메뉴 추가가 안 돼요	메뉴 추가가 안 되야브요	메뉴 추가가 안 되야요
L2U-0654	주문확인변경	수량 변경이 안 돼요	개수 바꾸는 게 안 되야브요	개수 바꾸는 게 안 되야요
L2U-0655	주문확인변경	다른 메뉴로 통째로 바꿀게요	딴 메뉴로 통째로 바꿀라요	딴 메뉴로 통째로 바꿀라요
L2U-0656	주문확인변경	이거 맞게 들어갔는지 봐 주세요	요거 맞게 들어갔는지 봐 주쇼	요거 맞게 들어갔는지 봐 주쇼
L2U-0657	주문확인변경	빠진 거 없나 확인해 주세요	빠진 거 읎나 확인해 주쇼	빠진 거 읎나 확인해 주쇼
L2U-0658	주문확인변경	하나 빠진 것 같아요	하나 빠진 거 같소	하나 빠진 거 같소
L2U-0659	주문확인변경	더 넣을 거 없어요	더 옇을 거 읎소	더 옇을 거 읎소
L2U-0660	주문확인변경	이제 결제만 하면 돼요?	인자 곈산만 하믄 되까요?	인자 계산만 하믄 되까요?
L2U-0661	주문확인변경	주문 다 됐어요	주문 다 됐소	주문 다 됐소
L2U-0662	주문확인변경	이거 빼면 더 싸요?	요거 빼믄 더 싼 거요?	요거 빼믄 더 싼 거요?
L2U-0663	주문확인변경	큰 거로 바꾸면 얼마 더 내요?	큰 거로 바꾸믄 을매 더 내는 거요?	큰 거로 바꾸믄 을매 더 내는 거요?
L2U-0664	주문확인변경	그냥 작은 거로 둘게요	기냥 짝은 거로 둘라요	기냥 짝은 거로 둘라요
L2U-0665	주문확인변경	매운맛으로 바꿔 주세요	매운맛으로 바까 주쇼	매운맛으로 바까 주쇼
L2U-0666	주문확인변경	순한맛으로 다시 할게요	순한맛으로 다시 헐라요	순한맛으로 다시 헐라요
L2U-0667	주문확인변경	음료를 콜라로 바꿔 주세요	음료를 콜라로 바까 주쇼	음료를 콜라로 바까 주쇼
L2U-0668	주문확인변경	사이드를 빼 주세요	사이드를 빼 주쇼	사이드를 빼 주쇼
L2U-0669	주문확인변경	이거 두 세트로 해 주세요	요거 두 세트로 해 주쇼	요거 두 세트로 해 주쇼
L2U-0670	주문확인변경	세트 하나 취소할게요	세트 하나 무를라요	세트 하나 물를라요
L2U-0671	주문확인변경	주문 다시 처음부터 볼게요	주문 다시 첨부터 볼라요	주문 다시 첨부터 볼라요
L2U-0672	주문확인변경	이거 확인 누르면 끝이에요?	요거 확인 누르믄 끝이당가요?	요거 확인 누르믄 끝이당가요?
L2U-0673	주문확인변경	수정하려면 어디 눌러요?	고칠라믄 어디 누른당가요?	고칠라믄 어디 누른당가요?
L2U-0674	주문확인변경	장바구니 비울게요	장바구니 비울라요	장바구니 비울라요
L2U-0675	주문확인변경	담은 거 전부 뺄게요	담은 거 죄다 뺄라요	담은 거 죄다 뺄라요
L2U-0676	주문확인변경	이거 하나만 남기고 다 빼 주세요	요거 하나만 냉기고 다 빼 주쇼	요거 하나만 냉기고 다 빼 주쇼
L2U-0677	주문확인변경	추가한 토핑 다시 뺄게요	추가한 토핑 다시 뺄라요	추가한 토핑 다시 뺄라요
L2U-0678	주문확인변경	옵션 잘못 골랐어요	옵션 잘못 골라브렀소	옵션 잘못 골라버렸어라우
L2U-0679	주문확인변경	다시 골라서 넣을게요	다시 골라서 옇을라요	다시 골라서 옇을라요
L2U-0680	주문확인변경	이제 됐어요 결제할게요	인자 됐소 곈산헐라요	인자 됐소 계산헐라요
L2U-0681	주문확인변경	주문 한 번 더 볼게요	주문 한 번 더 볼라요	주문 한 번 더 볼라요
L2U-0682	주문확인변경	다 맞으니까 진행할게요	다 맞응께 진행헐라요	다 맞응게 진행헐라요
L2U-0683	주문확인변경	이거 빼고 결제해 주세요	요거 빼고 곈산해 주쇼	요거 빼고 계산해 주쇼
L2U-0684	주문확인변경	잘못된 거 고쳐 주세요	잘못된 거 고쳐 주쇼	잘못된 거 고쳐 주쇼
L2U-0685	주문확인변경	메뉴 하나 더 보여 주세요	메뉴 하나 더 보여 주쇼	메뉴 하나 더 보여 주쇼
L2U-0686	주문확인변경	이거 추가가 맞나요?	요거 추가가 맞당가요?	요거 추가가 맞당가요?
L2U-0687	주문확인변경	두 개째 들어갔어요	두 개째 들어가브렀소	두 개째 들어가버렸어라우
L2U-0688	주문확인변경	그거 하나는 취소할게요	그거 하나는 무를라요	그거 하나는 물를라요
L2U-0689	주문확인변경	이대로 맞아요 진행해 주세요	요대로 맞소 진행해 주쇼	요대로 맞소 진행해 주쇼
L2U-0690	주문확인변경	다 했어요 결제로 갈게요	다 했소 곈산으로 갈라요	다 했소 계산으로 갈라요
L2U-0691	인사재촉맛	안녕하세요	안녕하싯쇼잉	안녕하싯쇼잉
L2U-0692	인사재촉맛	어서 오세요	어여 오쇼	어여 오쇼
L2U-0693	인사재촉맛	수고하세요	수고하쇼잉	수고하쇼잉
L2U-0694	인사재촉맛	고맙습니다	고맙구만이라	고맙구만이라
L2U-0695	인사재촉맛	잘 먹겠습니다	잘 묵겄소	잘 먹겄소
L2U-0696	인사재촉맛	또 올게요	또 올랑께요	또 올랑게요
L2U-0697	인사재촉맛	맛있어 보여요	맛있어 비요	맛있어 비요
L2U-0698	인사재촉맛	진짜 맛있어요	참말로 맛나브요	참말로 맛나요
L2U-0699	인사재촉맛	입에 딱 맞아요	입에 짝 붙어브요	입에 짝 붙어요
L2U-0700	인사재촉맛	좀 싱거워요	좀 슴슴허요	좀 슴슴허요
L2U-0701	인사재촉맛	좀 짜요	좀 짜브요	좀 짜요
L2U-0702	인사재촉맛	너무 매워요	허벌나게 맵소	허벌나게 맵소
L2U-0703	인사재촉맛	달달하니 좋아요	달짝지근허니 좋소	달짝지근허니 좋소
L2U-0704	인사재촉맛	왜 이렇게 오래 걸려요?	와 요로코롬 오래 걸린당가?	와 요로코롬 오래 걸린당가?
L2U-0705	인사재촉맛	좀 빨리 해 주세요	좀 후딱 해 주쇼	좀 후딱 해 주쇼
L2U-0706	인사재촉맛	아직 멀었어요?	아직도 멀었당가?	아직도 멀었당가?
L2U-0707	인사재촉맛	시간이 없어요	시간이 읎소	시간이 읎소
L2U-0708	인사재촉맛	빨리 좀 부탁해요	후딱 좀 부탁허요	후딱 좀 부탁허요
L2U-0709	인사재촉맛	너무 오래 기다렸어요	너무 오래 지달렸소	너무 오래 지달렸소
L2U-0710	인사재촉맛	이거 식었어요	요거 다 식어브렀소	요거 다 식어버렸어라우
L2U-0711	인사재촉맛	따뜻할 때 먹고 싶어요	뜨실 때 묵고 잡소	뜨실 때 먹고 잡소
L2U-0712	인사재촉맛	양이 많네요	양이 많구만	양이 많구만
L2U-0713	인사재촉맛	양이 좀 적어요	양이 좀 쪼깐허요	양이 좀 쪼깐허요
L2U-0714	인사재촉맛	배부르다	배가 뽈록허네	배가 부른디
L2U-0715	인사재촉맛	잘 먹었어요	잘 묵었소	잘 먹었소
L2U-0716	인사재촉맛	다음에 또 올게요	댐에 또 올라요	댐에 또 올라요
L2U-0717	인사재촉맛	맛이 괜찮네요	맛이 갠찮구만	맛이 갠찮구만
L2U-0718	인사재촉맛	좀 더 익었으면 좋겠어요	좀 더 익었으믄 좋겄소	좀 더 익었으믄 좋겄소
L2U-0719	인사재촉맛	이거 좀 별로예요	요거 좀 벨로요	요거 좀 벨로요
L2U-0720	인사재촉맛	생각보다 맛있어요	생각보다 맛나브요	생각보다 맛나요
L2U-0721	인사재촉맛	다들 맛있대요	다들 맛나다 그라요	다들 맛나다 그라요
L2U-0722	인사재촉맛	너무 뜨거워요	허벌나게 뜨겁소	허벌나게 뜨겁소
L2U-0723	인사재촉맛	식혀서 먹어야겠어요	식혀서 묵어야 쓰겄소	식혀서 먹어야 쓰겄소
L2U-0724	인사재촉맛	좀 천천히 나와도 돼요	좀 찬찬히 나와도 되야	좀 찬찬히 나와도 되야
L2U-0725	인사재촉맛	급하니까 빨리 주세요	급헝께 후딱 주쇼	급헝게 후딱 주쇼
L2U-0726	인사재촉맛	다 됐으면 알려 주세요	다 됐으믄 알려 주쇼	다 됐으믄 알려 주쇼
L2U-0727	인사재촉맛	얼마나 더 걸려요?	을매나 더 걸린당가요?	을매나 더 걸린당가요?
L2U-0728	인사재촉맛	조금만 더 기다릴게요	쪼깐만 더 지달릴라요	쪼깐만 더 지달릴라요
L2U-0729	인사재촉맛	이거 신선하네요	요거 신선허구만	요거 신선허구만
L2U-0730	인사재촉맛	향이 좋아요	냄새가 좋소	냄새가 좋소
L2U-0731	인사재촉맛	이거 좀 비려요	요거 좀 비리요	요거 좀 비리요
L2U-0732	인사재촉맛	느끼하지 않아요	누리하지 않소	누리하지 않소
L2U-0733	인사재촉맛	깔끔하니 좋아요	깔끔허니 좋소	깔끔허니 좋소
L2U-0734	인사재촉맛	또 먹고 싶어요	또 묵고 잡소	또 먹고 잡소
L2U-0735	인사재촉맛	양념이 잘 뱄어요	양님이 잘 뱄소	양념이 잘 뱄소
L2U-0736	인사재촉맛	좀 더 매웠으면 좋겠어요	좀 더 매왔으믄 좋겄소	좀 더 매왔으믄 좋겄소
L2U-0737	인사재촉맛	적당히 맵네요	알맞게 맵구만	알맞게 맵구만
L2U-0738	인사재촉맛	국물이 시원해요	국물이 션허요	국물이 션허요
L2U-0739	인사재촉맛	면이 쫄깃해요	면이 쫄깃허요	면이 쫄깃허요
L2U-0740	인사재촉맛	좀 질겨요	좀 질기요	좀 질기요
L2U-0741	인사재촉맛	부드러워서 좋아요	보드라와서 좋소	보드라와서 좋소
L2U-0742	인사재촉맛	빨리 나와서 좋네요	후딱 나와서 좋구만	후딱 나와서 좋구만
L2U-0743	인사재촉맛	기다린 보람 있어요	지달린 보람 있소	지달린 보람 있소
L2U-0744	인사재촉맛	다음엔 다른 거 먹어 볼게요	댐엔 딴 거 묵어 볼라요	댐엔 딴 거 먹어 볼라요
L2U-0745	인사재촉맛	잘 먹고 갑니다	잘 묵고 가요잉	잘 먹고 가요잉
L2U-0746	인사재촉맛	친절하시네요	친절하시구만이라	친절하시구만이라
L2U-0747	인사재촉맛	덕분에 잘 먹었어요	덕분에 잘 묵었소	덕분에 잘 먹었소
L2U-0748	인사재촉맛	맛있게 먹었습니다	맛나게 묵었소	맛나게 먹었소
L2U-0749	인사재촉맛	다음에 봐요	댐에 보드라고잉	댐에 봐요잉
L2U-0750	인사재촉맛	안녕히 계세요	안녕히 기시쇼잉	안녕히 기시쇼잉
L2U-0751	단답주문	이걸로 할게요	요놈으로 헐라요	요놈으로 헐라요
L2U-0752	단답주문	이거 하나요	요거 하나라	요거 하나여
L2U-0753	단답주문	두 개로 할게요	두 개로 헐라요	두 개로 헐게요
L2U-0754	단답주문	세 개 주세요	세 개 주쇼잉	세 개 줘요
L2U-0755	단답주문	그걸로 주세요	그놈으로 주쇼	그놈으로 줘요
L2U-0756	단답주문	저거 주세요	저놈 주쇼잉	저거 줘요
L2U-0757	단답주문	같은 걸로요	같은 놈으로라	같은 걸로요
L2U-0758	단답주문	다른 걸로 할게요	딴 놈으로 헐라요	딴 걸로 헐게요
L2U-0759	단답주문	큰 사이즈요	큰 놈이라	큰 거여
L2U-0760	단답주문	작은 거로요	짝은 놈으로라	작은 걸로요
L2U-0761	단답주문	보통 사이즈로요	보통 거로라	보통 거로요
L2U-0762	단답주문	따뜻한 걸로요	뜨신 놈으로라	뜨신 걸로요
L2U-0763	단답주문	차가운 걸로요	찬 놈으로라	찬 걸로요
L2U-0764	단답주문	맵게 해 주세요	맵게 해 주쇼	맵게 해 줘요
L2U-0765	단답주문	안 맵게요	안 맵게라	안 맵게요
L2U-0766	단답주문	보통 맛으로요	보통 맛으로라	보통 맛으로요
L2U-0767	단답주문	순한 맛으로요	순한 맛으로라	순한 맛으로요
L2U-0768	단답주문	곱빼기로요	곱빼기로라	곱빼기로요
L2U-0769	단답주문	곱빼기로 해 주세요	곱빼기로 해 주쇼	곱빼기로 해 줘요
L2U-0770	단답주문	양 많게요	양 많게라	양 많게요
L2U-0771	단답주문	양 적게요	양 쪼깐허게라	양 적게요
L2U-0772	단답주문	세트로요	세트로라	세트로요
L2U-0773	단답주문	단품으로요	단품으로라	단품으로요
L2U-0774	단답주문	세트로 해 주세요	세트로 해 주쇼	세트로 해 줘요
L2U-0775	단답주문	단품으로 해 주세요	단품으로 해 주쇼	단품으로 해 줘요
L2U-0776	단답주문	음료는 콜라요	음료는 콜라라	음료는 콜라여
L2U-0777	단답주문	음료는 사이다로요	음료는 사이다로라	음료는 사이다로요
L2U-0778	단답주문	음료 빼 주세요	음료 빼 주쇼	음료 빼 줘요
L2U-0779	단답주문	사이드는 감자튀김이요	사이드는 감자튀김이라	사이드는 감자튀김이여
L2U-0780	단답주문	사이드 빼 주세요	사이드 빼 주쇼	사이드 빼 줘요
L2U-0781	단답주문	추가할게요	추가헐라요	추가헐게요
L2U-0782	단답주문	빼 주세요	빼 주쇼	빼 줘요
L2U-0783	단답주문	넣어 주세요	옇어 주쇼	옇어 줘요
L2U-0784	단답주문	그대로요	기냥이라	기냥이여
L2U-0785	단답주문	이대로 할게요	요대로 헐라요	요대로 헐게요
L2U-0786	단답주문	양파 빼고요	양파 빼고라	양파 빼고요
L2U-0787	단답주문	오이 빼고요	오이 빼고라	오이 빼고요
L2U-0788	단답주문	치즈 추가요	치즈 추가라	치즈 추가여
L2U-0789	단답주문	계란 추가요	계란 추가라	계란 추가여
L2U-0790	단답주문	토핑 추가할게요	토핑 추가헐라요	토핑 추가헐게요
L2U-0791	단답주문	토핑 빼 주세요	토핑 빼 주쇼	토핑 빼 줘요
L2U-0792	단답주문	매운맛으로요	매운맛으로라	매운맛으로요
L2U-0793	단답주문	덜 맵게 해 주세요	안 맵게 해 주쇼	안 맵게 해 줘요
L2U-0794	단답주문	두 배로요	두 배로라	두 배로요
L2U-0795	단답주문	반만요	반만이라	반만이여
L2U-0796	단답주문	그만 넣어 주세요	고만 옇어 주쇼	고만 옇어 줘요
L2U-0797	단답주문	조금만 더요	쪼깐만 더라	쪼깐만 더요
L2U-0798	단답주문	많이 주세요	솔찬히 주쇼	많이 줘요
L2U-0799	단답주문	적당히요	알맞게라	알맞게요
L2U-0800	단답주문	이거면 돼요	요거믄 되야	요거믄 되야요
L2U-0801	단답카페	따뜻한 거로요	뜨신 거로라	뜨신 거로요
L2U-0802	단답카페	아이스로요	아이스로라	아이스로요
L2U-0803	단답카페	큰 잔으로요	큰 잔으로라	큰 잔으로요
L2U-0804	단답카페	작은 잔으로요	짝은 잔으로라	작은 잔으로요
